ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2023,258,University Hospitals Coventry and Warwickshire NHS Trust,England,,,,West Midlands,-1.443503057,52.42142369,5559,24,4.32,5,Over 5% higher,3.48,4,Within 5%,2.55 to 4.64,5535,7,1.26,3,5 to 15% lower,1.29,4,Within 5%,0.86 to 1.88,31,5.58,5,Over 5% higher,4.76,4,Within 5%,3.81 to 6.18,2,Level 3 NICU,3.33,1.35,4.67
2023,173,University Hospitals Dorset NHS Foundation Trust,England,,,,Thames Valley and Wessex,-1.973116893,50.72198736,3615,-1,-1,0,Suppressed due to small numbers,2.78,4,Within 5%,2.11 to 3.82,3604,-1,-1,0,Suppressed due to small numbers,0.65,3,5 to 15% lower,0.39 to 0.99,12,3.32,4,Within 5%,3.42,4,Within 5%,2.74 to 4.59,4,"2,000-3,999 births",2.71,0.69,3.39
2023,33,University Hospitals of Derby and Burton NHS Foundation Trust,England,,,,East Midlands,-1.513320614,52.91155644,8339,32,3.84,5,Over 5% higher,3.1,5,Over 5% higher,2.41 to 4.52,8307,8,0.96,5,Over 5% higher,0.75,3,5 to 15% lower,0.51 to 1.14,40,4.8,5,Over 5% higher,3.79,5,Over 5% higher,3.12 to 5.20,3,"4,000 or more births",2.81,0.79,3.6
2023,260,University Hospitals of Leicester NHS Trust,England,,,,East Midlands,-1.13480282,52.62781654,9688,26,2.68,3,5 to 15% lower,2.84,3,5 to 15% lower,2.03 to 3.70,9662,19,1.97,5,Over 5% higher,1.59,5,Over 5% higher,1.09 to 2.26,45,4.64,4,Within 5%,4.44,4,Within 5%,3.58 to 5.65,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,261,University Hospitals of Morecambe Bay NHS Foundation Trust,England,,,,North West,-2.799021453,54.04288873,2640,-1,-1,0,Suppressed due to small numbers,2.73,4,Within 5%,1.96 to 3.84,2633,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.42 to 1.03,8,3.03,3,5 to 15% lower,3.4,4,Within 5%,2.68 to 4.75,4,"2,000-3,999 births",2.71,0.69,3.39
2023,255,University Hospitals of North Midlands NHS Trust,England,,,,West Midlands,-2.214872336,53.00402068,5931,26,4.38,5,Over 5% higher,3.63,5,Over 5% higher,2.72 to 5.01,5905,10,1.69,5,Over 5% higher,1.51,5,Over 5% higher,1.01 to 2.33,36,6.07,5,Over 5% higher,5.13,5,Over 5% higher,4.07 to 6.95,2,Level 3 NICU,3.33,1.35,4.67
2023,172,University Hospitals Plymouth NHS Trust,England,,,,South West,-4.11368451,50.41671997,3486,7,2.01,2,Over 15% lower,3.16,3,5 to 15% lower,2.05 to 4.31,3479,6,1.72,5,Over 5% higher,1.37,4,Within 5%,0.96 to 1.98,13,3.73,2,Over 15% lower,4.55,4,Within 5%,3.53 to 5.88,2,Level 3 NICU,3.33,1.35,4.67
2023,273,University Hospitals Sussex NHS Foundation Trust,England,,,,"Kent, Surrey and Sussex",-0.768026699,50.84356248,8646,23,2.66,3,5 to 15% lower,3.11,4,Within 5%,2.38 to 4.12,8623,7,0.81,2,Over 15% lower,1.36,3,5 to 15% lower,0.94 to 1.95,30,3.47,2,Over 15% lower,4.46,4,Within 5%,3.75 to 5.92,1,Level 3 NICU & neonatal surgery,3.06,1.43,4.49
2023,264,Walsall Healthcare NHS Trust,England,,,,West Midlands,-1.997447678,52.58469431,3515,12,3.41,5,Over 5% higher,2.71,4,Within 5%,2.05 to 3.93,3503,5,1.43,5,Over 5% higher,0.74,5,Over 5% higher,0.50 to 1.21,17,4.84,5,Over 5% higher,3.46,4,Within 5%,2.81 to 4.79,4,"2,000-3,999 births",2.71,0.69,3.39
2023,265,Warrington and Halton Teaching Hospitals NHS Foundation Trust,England,,,,North West,-2.610732599,53.3939821,2453,6,2.45,3,5 to 15% lower,2.68,4,Within 5%,1.91 to 3.79,2447,3,1.23,5,Over 5% higher,0.73,5,Over 5% higher,0.50 to 1.17,9,3.67,5,Over 5% higher,3.41,4,Within 5%,2.63 to 4.66,4,"2,000-3,999 births",2.71,0.69,3.39
2023,267,West Hertfordshire Teaching Hospitals NHS Trust,England,,,,East of England,-0.40447202,51.64905069,3728,15,4.02,5,Over 5% higher,2.91,5,Over 5% higher,2.25 to 4.33,3713,4,1.08,5,Over 5% higher,0.73,5,Over 5% higher,0.48 to 1.14,19,5.1,5,Over 5% higher,3.64,5,Over 5% higher,2.98 to 5.41,4,"2,000-3,999 births",2.71,0.69,3.39
2023,271,West Suffolk NHS Foundation Trust,England,,,,East of England,0.70917557,52.23166231,2142,-1,-1,0,Suppressed due to small numbers,2.79,4,Within 5%,2.05 to 4.15,2135,-1,-1,0,Suppressed due to small numbers,0.66,4,Within 5%,0.39 to 1.04,7,3.27,4,Within 5%,3.46,4,Within 5%,2.77 to 5.05,4,"2,000-3,999 births",2.71,0.69,3.39
2023,272,Western Health and Social Care Trust,Northern Ireland,,,,Northern Ireland,-7.290533264,54.98610497,3291,6,1.82,2,Over 15% lower,2.62,4,Within 5%,1.81 to 3.48,3285,3,0.91,5,Over 5% higher,0.72,5,Over 5% higher,0.46 to 1.17,9,2.73,2,Over 15% lower,3.34,4,Within 5%,2.57 to 4.51,4,"2,000-3,999 births",2.71,0.69,3.39
2023,275,Whittington Health,England,,,,London,-0.138175081,51.56668086,2811,-1,-1,0,Suppressed due to small numbers,2.61,4,Within 5%,1.84 to 3.56,2805,-1,-1,0,Suppressed due to small numbers,0.63,3,5 to 15% lower,0.39 to 0.90,6,2.13,2,Over 15% lower,3.23,4,Within 5%,2.48 to 4.21,4,"2,000-3,999 births",2.71,0.69,3.39
2023,277,Wirral University Teaching Hospital NHS Foundation Trust,England,,,,North West,-3.0954486,53.37084064,2931,8,2.73,2,Over 15% lower,3.29,4,Within 5%,2.46 to 4.39,2923,4,1.37,4,Within 5%,1.31,4,Within 5%,0.90 to 1.94,12,4.09,3,5 to 15% lower,4.59,4,Within 5%,3.62 to 6.03,2,Level 3 NICU,3.33,1.35,4.67
2023,278,Worcestershire Acute Hospitals NHS Trust,England,,,,West Midlands,-2.181143497,52.19120211,4740,10,2.11,2,Over 15% lower,2.7,4,Within 5%,1.91 to 3.67,4730,6,1.27,5,Over 5% higher,0.87,5,Over 5% higher,0.56 to 1.53,16,3.38,3,5 to 15% lower,3.58,4,Within 5%,2.82 to 4.86,3,"4,000 or more births",2.81,0.79,3.6
2023,280,"Wrightington, Wigan and Leigh NHS Foundation Trust",England,,,,North West,-2.629526099,53.55754888,2448,-1,-1,0,Suppressed due to small numbers,2.76,4,Within 5%,2.02 to 3.92,2440,-1,-1,0,Suppressed due to small numbers,0.67,4,Within 5%,0.42 to 1.00,9,3.68,5,Over 5% higher,3.42,4,Within 5%,2.73 to 4.59,4,"2,000-3,999 births",2.71,0.69,3.39
2023,281,Wye Valley NHS Trust,England,,,,West Midlands,-2.705532728,52.05694195,1616,-1,-1,0,Suppressed due to small numbers,2.34,4,Within 5%,1.40 to 3.44,1613,-1,-1,0,Suppressed due to small numbers,0.68,4,Within 5%,0.35 to 1.21,4,2.48,2,Over 15% lower,3.01,4,Within 5%,2.03 to 4.43,5,"Under 2,000 births",2.39,0.68,3.06
2023,283,York and Scarborough Teaching Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.083640069,53.97054712,3909,-1,-1,0,Suppressed due to small numbers,2.64,4,Within 5%,1.91 to 3.54,3901,-1,-1,0,Suppressed due to small numbers,0.65,3,5 to 15% lower,0.41 to 0.98,9,2.3,2,Over 15% lower,3.29,4,Within 5%,2.57 to 4.34,4,"2,000-3,999 births",2.71,0.69,3.39
